x1_image,x2_image,main softmax,branch softmax,prediction_main,prediction_branch,true result
vehicle_images/1635921005340_Honda Fit Aria 2008 for sale.jpg,./vehicle_images/1636040729480_Honda Ek3 Ferio Virs 1998 Car.jpg,"[0.7294809818267822, 0.24018745124340057, 3.6577291666617384e-06, 0.030327944085001945]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",0,1,3
vehicle_images/1635921006114_Honda Fit 2013 for sale.jpg,./vehicle_images/1636040729743_Honda Cd Twin 1995 Motorbike.jpg,"[0.013643880374729633, 0.011563227511942387, 0.599503755569458, 0.37528905272483826]","[6.45600778170774e-07, 2.2171861928654835e-05, 0.9739565849304199, 0.026020530611276627]",2,2,3
vehicle_images/1635921009053_Honda HRV 2004 for sale.jpg,./vehicle_images/1636040730260_Honda Civic Ek3 1999 Car.jpg,"[0.7517013549804688, 0.01625657267868519, 0.036048050969839096, 0.195994034409523]","[0.03872853145003319, 0.09340238571166992, 0.3793886601924896, 0.48848041892051697]",0,3,3
vehicle_images/1635921053040_Honda Fit GP5 2013 for sale.jpg,./vehicle_images/1636040730445_Honda Dio Dx 2019 Motorbike.jpg,"[0.005175379570573568, 0.45021185278892517, 0.01188010722398758, 0.5327326655387878]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635921055584_Honda Civic Sedan Tech pack 2019 for sale.jpg,./vehicle_images/1636040730645_Honda Dio 2015 Motorbike.jpg,"[0.2133876383304596, 0.08873485773801804, 1.7121596101787873e-05, 0.6978603601455688]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635921086990_Honda Fit GP 5 2015 for sale.jpg,./vehicle_images/1636040731369_Honda Fit Gp1 2011 Car.jpg,"[0.20625604689121246, 0.7839642763137817, 0.0044397213496267796, 0.005340015981346369]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,3
vehicle_images/1635921087153_Honda Civic EX1000 2017 for sale.jpg,./vehicle_images/1636040732033_Honda Dio 2015 Motorbike.jpg,"[0.006617342587560415, 0.13798141479492188, 0.0002546694886405021, 0.8551465272903442]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635921087751_Honda Vezel 2014 for sale.jpg,./vehicle_images/1636040755014_Honda Acty 2001 Van.jpg,"[0.05186532065272331, 0.6497307419776917, 2.906660711232689e-06, 0.29840099811553955]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,3
vehicle_images/1635921088080_Honda Vezel 2014 for sale.jpg,./vehicle_images/1636040755212_Honda Stunner 2013 Motorbike.jpg,"[0.07335121929645538, 0.040965497493743896, 0.00019465583318378776, 0.8854885697364807]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635921115315_Honda Civic ES 8 Facelift 2004 for sale.jpg,./vehicle_images/1636040757133_Honda Press Cub 2007 Motorbike.jpg,"[0.04056571424007416, 0.17369680106639862, 0.013757424429059029, 0.7719799876213074]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635921119015_Honda Fit Gp1 2013 for sale.jpg,./vehicle_images/1636040760595_Honda Dio 2017 Motorbike.jpg,"[0.0033897862304002047, 0.09306978434324265, 0.1646021157503128, 0.7389383316040039]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635921153166_Honda Civic  2017 for sale.jpg,./vehicle_images/1636040762521_Honda Dio 2020 Motorbike.jpg,"[2.1676005417248234e-05, 5.1807164709316567e-05, 0.08863889425992966, 0.9112876653671265]","[6.350596777338069e-06, 0.0001303456083405763, 0.946287214756012, 0.0535760372877121]",3,2,3
vehicle_images/1635921154686_Honda Vezel Z Grade 2014 for sale.jpg,./vehicle_images/1636040763783_Honda Dio 2018 Motorbike.jpg,"[0.013013263233006, 0.1804063767194748, 0.0033265992533415556, 0.8032537698745728]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635921155058_Honda Fit GP5 2013 for sale.jpg,./vehicle_images/1636040787790_Honda Dio 2018 Motorbike.jpg,"[0.0065722474828362465, 0.17059336602687836, 0.20644305646419525, 0.6163913011550903]","[0.10715524852275848, 0.1839628368616104, 0.22763532400131226, 0.48124662041664124]",3,3,3
vehicle_images/1635921190361_Honda City 2001 for sale.jpg,./vehicle_images/1636040788957_Honda Cg 125 1985 Motorbike.jpg,"[0.27721476554870605, 0.41488274931907654, 0.21215248107910156, 0.09574992954730988]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,3
vehicle_images/1635921190519_Honda Vezel RS Sensing 2017 for sale.jpg,./vehicle_images/1636040792219_Honda Dio 2017 Motorbike.jpg,"[0.0020714630372822285, 0.0182818491011858, 0.006985553074628115, 0.9726611375808716]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635921190681_Honda Vezel 2016 for sale.jpg,./vehicle_images/1636040795692_Honda Hornet Ch130 2015 Motorbike.jpg,"[0.001905453042127192, 0.01159125380218029, 0.00012373810750432312, 0.9863795638084412]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635921227239_Honda Grace EX 2017 for sale.jpg,./vehicle_images/1636040796494_Honda Dio 2016 Motorbike.jpg,"[0.3396119177341461, 0.2987678647041321, 1.4663976344309049e-06, 0.36161869764328003]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635921234633_Honda Insight 2010 for sale.jpg,./vehicle_images/1636040821229_Honda Cd 100 2004 Motorbike.jpg,"[0.0005439635133370757, 0.0015659480122849345, 0.16396933794021606, 0.8339207172393799]","[0.027455192059278488, 0.07335961610078812, 0.42640939354896545, 0.47277581691741943]",3,3,3
vehicle_images/1635921237476_Honda Fit Shuttle 2013 for sale.jpg,./vehicle_images/1636040824346_Honda Dio 2017 Motorbike.jpg,"[0.11272825300693512, 0.6119435429573059, 0.020888840779662132, 0.25443941354751587]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,3
vehicle_images/1635921281870_Honda Vezel z grade orange 2014 for sale.jpg,./vehicle_images/1636040832614_Honda City 2001 Car.jpg,"[0.8336960673332214, 0.13250066339969635, 0.0001735369150992483, 0.03362976759672165]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",0,1,3
vehicle_images/1635921282597_Honda Vezel Rs Sensing 2017 for sale.jpg,./vehicle_images/1636040856220_Honda Crv 2014 SUV.jpg,"[0.3978221118450165, 0.16023939847946167, 3.0217481253203005e-05, 0.44190824031829834]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635921284945_Honda NBox CUSTOM 2015 for sale.jpg,./vehicle_images/1636040857845_Honda Grace 2016 Car.jpg,"[0.6455110311508179, 0.019516367465257645, 6.074079647078179e-05, 0.33491194248199463]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",0,1,3
vehicle_images/1635921322014_Honda Fit GP1 2007 for sale.jpg,./vehicle_images/1636040862825_Honda Dio 2015 Motorbike.jpg,"[0.00987241044640541, 0.0568271204829216, 0.04553178325295448, 0.8877686858177185]","[0.014992969110608101, 0.047544926404953, 0.5030442476272583, 0.43441784381866455]",3,2,3
vehicle_images/1635921363150_Honda NWGN Custom 2018 for sale.jpg,./vehicle_images/1636040865290_Honda Civic 2003 Car.jpg,"[0.08833432197570801, 0.8251156210899353, 6.165343074826524e-05, 0.08648840337991714]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,3
vehicle_images/1635921364650_Honda Vezel ZORANGE 2014 for sale.jpg,./vehicle_images/1636040889431_Honda Dio 2017 Motorbike.jpg,"[0.004971523303538561, 0.01690344512462616, 0.000826422474347055, 0.9772985577583313]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635921441111_Honda Integra 1987 for sale.jpg,./vehicle_images/1636040893377_Honda Vezel 2015 SUV.jpg,"[0.03092225268483162, 0.02165016531944275, 1.07661244328483e-05, 0.9474168419837952]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635921477886_Honda Vezel Z Grade Gold Badge 2014 for sale.jpg,./vehicle_images/1636040893740_Honda Md 90 2008 Motorbike.jpg,"[0.0007649559411220253, 0.03160968795418739, 0.0002877061488106847, 0.9673376679420471]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635921478289_Honda Vezel 2015 for sale.jpg,./vehicle_images/1636040894658_Honda Hornet 250 Ch 115 2010 Motorbike.jpg,"[0.1873464435338974, 0.678546667098999, 1.2231153959874064e-05, 0.134094700217247]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,3
vehicle_images/1635921513277_Honda Vezel RS sensing 2017 for sale.jpg,./vehicle_images/1636040896185_Honda Magna 250 2012 Motorbike.jpg,"[0.06863147020339966, 0.02794494666159153, 0.056772906333208084, 0.8466506600379944]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635921515327_Honda Vezel VESEL 2014 for sale.jpg,./vehicle_images/1636040921381_Honda Dio 2016 Motorbike.jpg,"[0.2239023596048355, 0.23641425371170044, 0.09500618278980255, 0.4446772038936615]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635921517949_Honda City 2001 for sale.jpg,./vehicle_images/1636040921785_Honda Dio 2016 Motorbike.jpg,"[0.00026249035727232695, 0.0001879938499769196, 6.985304935369641e-06, 0.9995425939559937]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635921583703_Honda Civic SR Hatchback 2018 for sale.jpg,./vehicle_images/1636040928252_Honda Dio 2016 Motorbike.jpg,"[0.00034371044603176415, 0.003886712482199073, 0.00351734459400177, 0.9922522902488708]","[0.07351651042699814, 0.14434877038002014, 0.28565871715545654, 0.4964759647846222]",3,3,3
vehicle_images/1635921643558_Honda CRV VTILX AWD 2018 for sale.jpg,./vehicle_images/1636040930691_Honda Civic Fd3 2008 Car.jpg,"[0.3466041386127472, 0.6270339488983154, 0.020846905186772346, 0.00551499193534255]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,3
vehicle_images/1635921643930_Honda Fit S Grade PUSH START 2013 for sale.jpg,./vehicle_images/1636040932046_Honda Dio 2020 Motorbike.jpg,"[0.000396562711102888, 0.0016923986840993166, 0.0006039076251909137, 0.9973071813583374]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635921645377_Honda Fit Shuttle GP2 Navi Premium 2014 for sale.jpg,./vehicle_images/1636040952366_Honda Civic Fd3 2009 Car.jpg,"[0.14670619368553162, 0.6090423464775085, 6.309354830591474e-06, 0.24424506723880768]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,3
vehicle_images/1635921646871_Honda Vezel Automatic 2014 for sale.jpg,./vehicle_images/1636040954543_Honda Dio 2017 Motorbike.jpg,"[0.30378663539886475, 0.0373009517788887, 0.0001573078043293208, 0.6587551832199097]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635921647928_Honda Vezel Hybrid RS 2017 for sale.jpg,./vehicle_images/1636040956277_Honda Fit Shuttle 2013 Car.jpg,"[0.060425348579883575, 0.1756734699010849, 1.0644580470398068e-06, 0.763900101184845]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635921683875_Honda Insight 2010 for sale.jpg,./vehicle_images/1636040958484_Honda Jade 2013 Motorbike.jpg,"[0.011936373077332973, 0.12102138251066208, 0.0014976812526583672, 0.8655446171760559]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635921688294_Honda Civic SR 2017 for sale.jpg,./vehicle_images/1636040959749_Honda Fit Gp1 2013 Car.jpg,"[0.41271495819091797, 0.40682852268218994, 7.606387271152926e-07, 0.18045580387115479]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",0,1,3
vehicle_images/1635921728042_Honda Vezel Z grade 2016 for sale.jpg,./vehicle_images/1636040961222_Honda La Custom 2003 Motorbike.jpg,"[0.03272427245974541, 0.02029998227953911, 0.00033457131939940155, 0.946641206741333]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635921730001_Honda NWGN Custom 2017 for sale.jpg,./vehicle_images/1636040962680_Honda Insight Ze2 2010 Car.jpg,"[0.0708455964922905, 0.6846023797988892, 0.0007130774902179837, 0.24383895099163055]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,3
vehicle_images/1635921731637_Honda Fit 2014 for sale.jpg,./vehicle_images/1636040962881_Honda Dio 2018 Motorbike.jpg,"[0.03888417407870293, 0.07404393702745438, 0.2485751360654831, 0.6384968161582947]","[0.03363831713795662, 0.08464916795492172, 0.3989439010620117, 0.4827686846256256]",3,3,3
vehicle_images/1635921767996_Honda NBox Custom Turbo 2016 for sale.jpg,./vehicle_images/1636040986830_Honda Hornet 160r 2018 Motorbike.jpg,"[0.02439865469932556, 0.02357344515621662, 0.25023138523101807, 0.7017965912818909]","[0.019140703603625298, 0.05670875683426857, 0.4730439782142639, 0.45110654830932617]",3,2,3
vehicle_images/1635921769468_Honda Insight ZE2 2011 for sale.jpg,./vehicle_images/1636040987200_Honda Dio 2012 Motorbike.jpg,"[0.023462705314159393, 0.34958380460739136, 0.00623168982565403, 0.6207217574119568]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635921770073_Honda Civic EK 3 2000 for sale.jpg,./vehicle_images/1636040988003_Honda Dio 2018 Motorbike.jpg,"[0.6416355967521667, 0.1545259952545166, 0.0006261563976295292, 0.20321227610111237]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",0,1,3
vehicle_images/1635921770808_Honda Fit GP5 S Grade 2015 for sale.jpg,./vehicle_images/1636040990756_Honda Xlr 125 1993 Motorbike.jpg,"[0.0010378113947808743, 0.05406853184103966, 9.477804269408807e-05, 0.9447988271713257]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635921803285_Honda Fit 2012 for sale.jpg,./vehicle_images/1636040991611_Honda Dio 2013 Motorbike.jpg,"[0.003996823914349079, 0.05641571804881096, 0.5103265047073364, 0.42926090955734253]","[0.10576561838388443, 0.18246537446975708, 0.22966860234737396, 0.4821004271507263]",2,3,3
vehicle_images/1635921806877_Honda Fit Shuttle Hybrid 2012 for sale.jpg,./vehicle_images/1636040991842_Honda Dio 2018 Motorbike.jpg,"[0.0003912337706424296, 0.0075632138177752495, 0.02105879597365856, 0.9709867835044861]","[0.14548946917057037, 0.22144024074077606, 0.17984308302402496, 0.4532271921634674]",3,3,3
vehicle_images/1635921874444_Honda Fit GP5 L Grade 2014 for sale.jpg,./vehicle_images/1636040992027_Honda Civic 1984 Car.jpg,"[0.8932712078094482, 0.00486005237326026, 1.8601945157570299e-06, 0.10186699777841568]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",0,1,3
vehicle_images/1635921942503_Honda Vezel 2014 for sale.jpg,./vehicle_images/1636040992812_Honda Benly Cd 125 1996 Motorbike.jpg,"[0.0001725812180666253, 0.00019664483261294663, 7.695014573982917e-06, 0.9996230602264404]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635921945650_Honda CRV VTiL Australia 2018 for sale.jpg,./vehicle_images/1636040997208_Honda Crz 2012 Car.jpg,"[0.1497049331665039, 0.026213213801383972, 4.651620599815942e-08, 0.8240817785263062]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635921946029_Honda Fit GD1 2007 for sale.jpg,./vehicle_images/1636040997856_Honda Dio 2019 Motorbike.jpg,"[0.00031968922121450305, 0.0013220102991908789, 0.9885327816009521, 0.009825569577515125]","[8.82393851497909e-06, 0.0001681063004070893, 0.9404619336128235, 0.05936120077967644]",2,2,3
vehicle_images/1635922000304_Honda Vezel Z Grade Orange Pack 2014 for sale.jpg,./vehicle_images/1636041018618_Honda Dio 2019 Motorbike.jpg,"[0.061680931597948074, 0.0779605507850647, 1.750714727677405e-05, 0.8603410124778748]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635922049385_Honda Fit Gp1 Navi Premium 2012 for sale.jpg,./vehicle_images/1636041020004_Honda Vezel 2014 SUV.jpg,"[0.40356335043907166, 0.290994256734848, 1.9593444449128583e-05, 0.3054228723049164]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",0,1,3
vehicle_images/1635922050797_Honda Vezel 2014 for sale.jpg,./vehicle_images/1636041020753_Honda Jade 250 2006 Motorbike.jpg,"[0.0010969655122607946, 0.0012915751431137323, 1.6628227967885323e-05, 0.9975947737693787]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635922051168_Honda Civic ES1 2000 for sale.jpg,./vehicle_images/1636041021308_Honda Fit Gp1 2016 Car.jpg,"[0.5039017796516418, 0.17921556532382965, 3.8245500036282465e-05, 0.3168443441390991]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",0,1,3
vehicle_images/1635922051952_Honda Fit GP 5 S 2014 for sale.jpg,./vehicle_images/1636041021511_Honda Dio 2013 Motorbike.jpg,"[0.012268297374248505, 0.05835385620594025, 0.08498018234968185, 0.8443976640701294]","[0.2109176218509674, 0.2714909017086029, 0.12270437926054001, 0.39488714933395386]",3,3,3
vehicle_images/1635922092114_Honda Vezel Z Grade 2014 for sale.jpg,./vehicle_images/1636041022690_Honda Cg 125 2008 Motorbike.jpg,"[0.002959411358460784, 0.012446030043065548, 0.3262118399143219, 0.658382773399353]","[0.03003873862326145, 0.07817357033491135, 0.414354532957077, 0.4774331748485565]",3,3,3
vehicle_images/1635922092447_Honda Civic Ex Vtec Cvt  2018 for sale.jpg,./vehicle_images/1636041025364_Honda Cg 125 1991 Motorbike.jpg,"[0.05289400741457939, 0.019771495833992958, 5.557285476243123e-06, 0.927328884601593]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635922093540_Honda Fit Shuttle GP2 2013 for sale.jpg,./vehicle_images/1636041025597_Honda Crz 2011 Car.jpg,"[0.12077666819095612, 0.08524458110332489, 0.0001724159810692072, 0.7938063144683838]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635922125949_Honda Vezel 2014 for sale.jpg,./vehicle_images/1636041027903_Honda Cg 125 1995 Motorbike.jpg,"[0.004068652167916298, 0.06969825178384781, 0.15400710701942444, 0.7722259759902954]","[0.011543091386556625, 0.039311058819293976, 0.533759355545044, 0.41538652777671814]",3,2,3
